application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/13150,1999-06-10,?,PCT,PUNNOOSE,ROY,M,66910,2877,356,308000,,None,KLA1P003.WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200000817,2000-01-06,,,,PEND,A SYSTEM AND METHOD FOR ANALYZING TOPOLOGICAL FEATURES ON A SURFACE,0,0
PCT/US99/13151,1999-06-11,?,PCT,MYERS,CARLA,J,63358,1655,435,006000,,None,UROC018P,256,10nov2001 00:00:00,9200,2006-03-27,,,199964631,1999-12-16,,,,PEND,"BIOMARKERS AND TARGETS FOR DIAGNOSIS, PROGNOSIS AND MANAGEMENT OF PROSTATE, BREAST AND BLADDER",0,0
PCT/US99/13152,1999-06-11,?,PCT,BERRY JR,WILLIE,WENDELL,97244,3723,451,041000,,None,62558,218,30apr2003 00:00:00,9200,2006-03-27,,,199965649,1999-12-23,,,,PEND,METHOD AND APPARATUS FOR IMPROVED SEMICONDUCTOR WAFER POLISHING,0,0
PCT/US99/13153,1999-06-11,?,PCT,None,None,None,,5332,000,000000,,None,P7814.01,218,06jul1999 21:02:41,9200,2006-03-27,,,199966985,1999-12-29,,,,PEND,IMPLANTABLE MEDICAL DEVICE HAVING FLAT ELECTROLYTIC CAPACITOR WITH CONSOLIDATED ELECTRODE,0,0
PCT/US99/13154,1999-06-11,?,PCT,None,None,None,,5332,000,000000,,None,P7438.01,218,06jul1999 21:02:34,9200,2006-03-27,,,200002612,2000-01-20,,,,PEND,MEDICAL DEVICE AND METHOD FOR TRANSMYOCARDIAL REVASCULARIZATION,0,0
PCT/US99/13155,1999-06-11,?,PCT,None,None,None,,5332,000,000000,,None,53528PCT1A,218,06jul1999 21:02:29,9200,2006-03-27,,,199966980,1999-12-29,,,,PEND,SONOPHORESIS METHOD AND APPARATUS,0,0
PCT/US99/13156,1999-06-11,?,PCT,None,None,None,,5332,000,000000,,None,54247PCT6A,218,30jun1999 21:02:22,9200,2006-03-27,,,200007044,2000-02-10,,,,PEND,DENTAL ARTICLES INCLUDING POST-FORMABLE MULTILAYER OPTICAL FILMS,0,0
PCT/US99/13157,1999-06-11,?,PCT,JOHNSON,VICKY,A,94405,3656,074,502200,,None,R0561-995100,566,17sep1999 00:00:00,9200,2006-03-27,,,199964290,1999-12-16,,,,PEND,HANDLEBAR-MOUNTED BICYCLE SHIFTER SYSTEM AND METHOD,0,0
PCT/US99/13158,1999-06-11,?,PCT,CARDONE,JASON,D,69255,2756,709,205000,,None,03494.P001,256,10nov2001 00:00:00,9200,2006-03-27,,,199964959,1999-12-16,,,,PEND,COLLABORATIVE OBJECT ARCHITECTURE,0,0
PCT/US99/13159,1999-06-11,?,PCT,TSAI,HENRY,,75922,3722,082,001110,,None,RELIANCE1386,256,10nov2001 00:00:00,9200,2006-03-27,,,199964192,1999-12-16,,,,PEND,METHOD AND APPARATUS FOR MACHINING HIGHLY CONCENTRIC PARTS,0,0
PCT/US99/13160,1999-06-10,?,PCT,SOLOLA,TAOFIQ,A,79338,1622,549,386000,,None,487.11-PCT,566,14oct1999 00:00:00,9200,2006-03-27,,,199963995,1999-12-16,,,,PEND,ISOFLAVONE DERIVATIVES,0,0
PCT/US99/13161,1999-06-10,?,PCT,KAMM,WILLIAM,E,96758,3762,601,041000,,None,16354-32-2PC,256,10nov2001 00:00:00,9200,2006-03-27,,,199963926,1999-12-16,,,,PEND,STIMULATORY DEVICE AND METHODS TO ENHANCE VENOUS BLOOD RETURN DURING CARDIOPULMONARY RESUSCITATION,0,0
PCT/US99/13162,1999-06-10,?,PCT,None,None,None,,5332,000,000000,,None,282172001240,218,01jul1999 21:01:18,9200,2006-03-27,,,199963981,1999-12-16,,,,PEND,INHIBITING PROLIFERATION OF ARTERIAL SMOOTH MUSCLE CELLS,0,0
PCT/US99/13163,1999-06-10,?,PCT,TRAN,PHUOC,,71749,2668,382,162000,,None,42390.P5751,256,10nov2001 00:00:00,9200,2006-03-27,,,199967738,1999-12-29,,,,PEND,METHOD FOR IMAGER DEVICE COLOR CALIBRATION UTILIZING LIGHT-EMITTING DIODES OR OTHER SPECTRAL,0,0
PCT/US99/13164,1999-06-10,?,PCT,ENAD,ELVIN,GENARGUE,96451,2834,310,261000,,None,2676/4600276,256,10nov2001 00:00:00,9200,2006-03-27,,,199965133,1999-12-16,,,,PEND,AXIAL FIELD ELECTRIC MACHINE,0,0
PCT/US99/13165,1999-06-10,?,PCT,None,None,None,,5332,000,000000,,None,FOV-014PCT,218,01jul1999 21:00:47,9200,2006-03-27,,,199966560,1999-12-23,,,,PEND,STORAGE PIXEL SENSOR AND ARRAY WITH COMPRESSION,0,0
PCT/US99/13166,1999-06-10,?,PCT,PEZZLO,JOHN,,61565,2616,370,401000,,None,98/178 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,199965193,1999-12-16,,,,PEND,METHOD AND APPARATUS FOR OPTIMIZING THE TRANSFER OF DATA PACKETS BETWEEN LOCAL AREA NETWORKS,0,0
PCT/US99/13167,1999-06-10,?,PCT,PUROL,DAVID,M,66901,3634,160,229100,,None,B-59290-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,199964710,1999-12-16,,,,PEND,SECTIONAL DOOR WITH PINCH RESISTANT HINGE BETWEEN DOOR SECTIONS,0,0
PCT/US99/13168,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,LAM1P072.WO,218,30jun1999 21:00:15,9200,2006-03-27,,,199964644,1999-12-16,,,,PEND,ION ENERGY ATTENUATION,0,0
PCT/US99/13169,1999-06-10,?,PCT,WOO,RICHARD,SUKYOON,97569,3745,416,21000R,,None,23695.44,256,10nov2001 00:00:00,9200,2006-03-27,,,199966175,1999-12-23,,,,PEND,CEILING FAN ASSEMBLY AND METHOD OF ASSEMBLING SAME,0,0
PCT/US99/13170,1999-05-28,?,PCT,None,None,None,,5333,000,000000,,None,29641PCT,218,30jun1999 20:59:54,9200,2006-03-27,,,199962400,1999-12-09,,,,PEND,PARTIALLY RIGID-PARTIALLY FLEXIBLE ELECTRO-OPTICAL SENSOR FOR FINGERTIP TRANSILLUMINATION,0,0
PCT/US99/13171,1999-06-10,?,PCT,VIGUSHIN,JOHN,B,67552,2841,361,735000,,None,IRV1.PAU.32.,256,10nov2001 00:00:00,9200,2006-03-27,,,199965282,1999-12-16,,,,PEND,IC STACK UTILIZING BGA CONTACTS,0,0
PCT/US99/13172,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,240.1PF,218,28jun1999 20:59:35,9200,2006-03-27,,,199964459,1999-12-16,,,,PEND,NOVEL GENE ENCODING ORGANIC ANION TRANSPORTER,0,0
PCT/US99/13173,1999-06-10,?,PCT,WILLIAMS,ALEXANDER,O,71825,2826,257,686000,,None,IRV1.PAU.31.,566,28mar2003 00:00:00,9200,2006-03-27,,,199965062,1999-12-16,,,,PEND,IC STACK UTILIZING SECONDARY LEADFRAMES,0,0
PCT/US99/13174,1999-06-08,?,PCT,WEISS,JOHN,,59873,3761,604,540000,,None,1313/2E290-W,256,10nov2001 00:00:00,9200,2006-03-27,,,199963925,1999-12-16,,,,PEND,UNITARY ABSORBENT STRUCTURE CONTAINING SUPERABSORBENT POLYMER,0,0
PCT/US99/13175,1999-06-08,?,PCT,KIDWELL,MICHELE,M,66676,3761,604,367000,,None,1313/2E275WO,256,10nov2001 00:00:00,9200,2006-03-27,,,199963922,1999-12-16,,,,PEND,ABSORBENT STRUCTURES HAVING FLUID ACQUISITION AND DISTRIBUTION LAYER,0,0
PCT/US99/13176,1999-06-08,?,PCT,None,None,None,,5333,000,000000,,None,104130-01PCT,218,30jun1999 20:58:46,9200,2006-03-27,,,199966713,1999-12-23,,,,PEND,MUSIC ORGANIZER AND ENTERTAINMENT CENTER,0,0
PCT/US99/13177,1999-06-08,?,PCT,LO,WEILUN,,69139,3761,604,367000,,None,1313/2E273WO,218,30apr2003 00:00:00,9200,2006-03-27,,,199963906,1999-12-16,,,,PEND,ABSORBENT STRUCTURES COATED WITH FOAMED SUPERABSORBENT POLYMER,0,0
PCT/US99/13178,1999-06-08,?,PCT,TRAN,HIEN,THI,97359,1764,422,177000,,None,DP-300494,256,10nov2001 00:00:00,9200,2006-03-27,,,199964732,1999-12-16,,,,PEND,EXHAUST PIPE CATALYTIC DEVICE,0,0
PCT/US99/13179,1999-06-09,?,PCT,THOMPSON,TIMOTHY,J,92427,2873,359,618000,,None,2588/33,256,10nov2001 00:00:00,9200,2006-03-27,,,199964913,1999-12-16,,,,PEND,METHOD AND SYSTEM FOR IMAGING AN OBJECT WITH A PLURALITY OF OPTICAL BEAMS,0,0
PCT/US99/13180,1999-06-08,?,PCT,SHANOSKI,PAUL,A,97722,3761,604,540000,,None,1313/2E274WO,256,10nov2001 00:00:00,9200,2006-03-27,,,199963923,1999-12-16,,,,PEND,ABSORBENT STRUCTURES WITH INTEGRAL LAYER OF SUPERABSORRBENT POLYMER PARTICLES,0,0
PCT/US99/13181,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,200130.463PC,218,30jun1999 20:57:49,9200,2006-03-27,,,199964594,1999-12-16,,,,PEND,GENES AND GENE EXPRESSION PRODUCTS THAT ARE DIFFERENTIALLY REGULATED IN PROSTATE CANCER,0,0
PCT/US99/13182,1999-06-10,?,PCT,WITKOWSKI,STANLEY,J,66220,2837,084,603000,,None,97RSS037CPCT,256,10nov2001 00:00:00,9200,2006-03-27,,,199965016,1999-12-16,,,,PEND,"SYNTHESIZER SYSTEM UTILIZING MASS STORAGE DEVICES FOR REAL TIME, LOW LATENCY ACCESS OF MUSICAL",0,0
PCT/US99/13183,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,L0462/7001WO,218,30jun1999 20:57:35,9200,2006-03-27,,,199965256,1999-12-16,,,,PEND,CONSOLIDATED E-MAIL NOTIFICATION AND DELIVERY,0,0
PCT/US99/13184,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,IREA0005P,256,10nov2001 00:00:00,9200,2006-03-27,,,199965219,1999-12-16,,,,PEND,TCP/IP/PPP MODEM,0,0
PCT/US99/13185,1999-06-10,?,PCT,COTTINGHAM,JOHN,R,71938,3629,256,013100,,None,P-5656.03PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200026473,2000-05-11,,,,PEND,BREAKAWAY STEEL GUARDRAIL POST,0,0
PCT/US99/13186,1999-06-10,?,PCT,MULLEN,THOMAS,J,86874,2685,340,667000,,None,BEDCHK-24129,256,10nov2001 00:00:00,9200,2006-03-27,,,199963876,1999-12-16,,,,PEND,TOILET SEAT OCCUPANCY MONITORING APPARATUS,0,0
PCT/US99/13187,1999-06-10,?,PCT,BASINGER,SHERMAN,D,94651,3617,114,230120,,None,455849.58-SO,256,10nov2001 00:00:00,9200,2006-03-27,,,199964293,1999-12-16,,,,PEND,ARRANGEMENT FOR MINIMIZING THE EXPLOSION POTENTIAL IN MOORED TURRETS FOR HYDROCARBON STORAGE VESSELS,0,0
PCT/US99/13188,1999-06-10,?,PCT,HO,TAN-UYEN,THI,64173,3731,606,170000,,None,"23,393-31",256,10nov2001 00:00:00,9200,2006-03-27,,,199963910,1999-12-16,,,,PEND,THERMAL SECURING ANASTOMOSIS SYSTEMS,0,0
PCT/US99/13189,1999-06-10,?,PCT,HO,TAN-UYEN,THI,64173,3731,606,170000,,None,"23,393-33",256,10nov2001 00:00:00,9200,2006-03-27,,,200015144,2000-03-23,,,,PEND,AORTIC ANEURYSM TREATMENT SYSTEMS,0,0
PCT/US99/13190,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,5181-16701,218,28jun1999 20:56:20,9200,2006-03-27,,,199966417,1999-12-23,,,,PEND,A BUS CONTROLLER,0,0
PCT/US99/13191,1999-06-10,?,PCT,SAKRAN,VICTOR,N,70579,3626,024,03050R,,None,179025,256,10nov2001 00:00:00,9200,2006-03-27,,,200076340,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13192,1999-06-10,?,PCT,DICKSON,PAUL,N,64258,3616,280,731000,,None,VEI0242PCT,566,03sep1999 00:00:00,9200,2006-03-27,,,199965740,1999-12-23,,,,PEND,UNITARY COMPOSITE PLASTIC STEERING WHEEL AND AIR BAG ASSEMBLY,0,0
PCT/US99/13193,1999-06-10,?,PCT,CHANG,JON,CARLTON,98449,2665,382,133000,,None,0222910/7457,566,18aug1999 00:00:00,9200,2006-03-27,,,199967739,1999-12-29,,,,PEND,THREE DIMENSIONAL DYNAMIC IMAGE ANALYSIS SYSTEM,0,0
PCT/US99/13194,1999-06-09,?,PCT,None,None,None,,5333,000,000000,,None,252312006940,218,25jun1999 20:55:46,9200,2006-03-27,,,199964595,1999-12-16,,,,PEND,THERAPEUTIC AND DIAGNOSTIC DOMAIN 1 2GPI POLYPEPTIDES AND METHODS OF USING SAME,0,0
PCT/US99/13195,1999-06-10,?,PCT,STARSIAK,JOHN,S,93229,1743,204,450000,,None,6300.76A,256,10nov2001 00:00:00,9200,2006-03-27,,,200016907,2000-03-30,,,,PEND,MICROMACHINED ELECTRICAL FIELD-FLOW FRACTIONATION SYSTEM,0,0
PCT/US99/13196,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,J-2685,218,28jun1999 20:55:28,9200,2006-03-27,,,200001230,2000-01-13,,,,PEND,BURNABLE COIL HOLDER,0,0
PCT/US99/13197,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,P1468,218,30jun1999 20:55:23,9200,2006-03-27,,,199964461,1999-12-16,,,,PEND,METHOD FOR MAKING MONOCLONAL ANTIBODIES AND CROSS- REACTIVE ANTIBODIES OBTAINABLE BY THIS METHOD,0,0
PCT/US99/13198,1999-06-10,?,PCT,MCDERMOTT,CORRINE,MARIE,96535,3731,606,170000,,None,"23,393-32",566,23aug1999 00:00:00,9200,2006-03-27,,,199965409,1999-12-23,,,,PEND,SUTURELESS ANASTOMOSIS SYSTEMS,0,0
PCT/US99/13199,1999-06-10,?,PCT,None,None,None,,5333,000,000000,,None,DM6947,218,30jun1999 20:55:09,9200,2006-03-27,,,199964405,1999-12-16,,,,PEND,CRYSTALLINE EFAVIRENZ,0,0
PCT/US99/13200,1999-06-10,?,PCT,None,None,None,,5331,000,000000,,None,3037/PCT,218,28jun1999 20:55:03,9200,2006-03-27,,,199964426,1999-12-16,,,,PEND,HETEROBICYCLIC AND TRICYCLIC NITRIC OXIDE SYNTHASE INHIBITORS,0,0
PCT/US99/13201,1999-06-10,?,PCT,None,None,None,,5331,000,000000,,None,DM6939,218,28jun1999 20:54:58,9200,2006-03-27,,,199964406,1999-12-16,,,,PEND,A PROCESS FOR THE PREPARATION OF MACROCYCLIC METALLOPROTEASE INHIBITORS,0,0
PCT/US99/13202,1999-06-10,?,PCT,LAM,DAVID,,69848,2818,365,185030,,None,2024.16,256,10nov2001 00:00:00,9200,2006-03-27,,,199967790,1999-12-29,,,,PEND,UNIVERSAL MEMORY ELEMENT AND METHOD OF PROGRAMMING SAME,0,0
PCT/US99/13203,1999-06-10,?,PCT,CANFIELD,ROBERT,,89425,3635,052,311100,,None,SHAWS-013BP1,256,10nov2001 00:00:00,9200,2006-03-27,,,199966142,1999-12-23,,,,PEND,METHOD OF FABRICATING LAYERED DECORATIVE WALL,0,0
PCT/US99/13204,1999-06-10,?,PCT,MACK,RICKY,LEVERN,68659,2872,359,822000,,None,617100-3,256,10nov2001 00:00:00,9200,2006-03-27,,,199966361,1999-12-23,,,,PEND,PRECISION ACTUATOR,0,0
PCT/US99/13205,1999-06-10,?,PCT,SCHMIDT,MARY,M,94951,1635,435,375000,,None,ISPH-0364,256,10nov2001 00:00:00,9200,2006-03-27,,,200036148,2000-06-22,,,,PEND,ANTISENSE MODULATION OF SENTRIN EXPRESSION,0,0
PCT/US99/13206,1999-06-10,?,PCT,None,None,None,,5331,000,000000,,None,53972PCT1A,218,21jun1999 20:54:02,9200,2006-03-27,,,200006376,2000-02-10,,,,PEND,COMPOSITE ARTICLES INCLUDING A FLUOROPOLYMER,0,0
PCT/US99/13207,1999-06-10,?,PCT,NAFF,DAVID,M,64621,1651,435,174000,,None,W-9401-01,256,10nov2001 00:00:00,9200,2006-03-27,,,200001803,2000-01-13,,,,PEND,NON-MACROPOROUS INORGANIC SUPPORT FOR BIOREMEDIATION,0,0
PCT/US99/13208,1999-06-10,?,PCT,SCHMIDT,MARY,M,94951,1635,435,395000,,None,ISPH-0366,256,10nov2001 00:00:00,9200,2006-03-27,,,200036149,2000-06-22,,,,PEND,ANTISENSE MODULATION OF AKT-1 EXPRESSION,0,0
PCT/US99/13209,1999-06-10,?,PCT,NGUYEN,KIET,TUAN,97551,2878,361,687000,,None,47983-059,256,10nov2001 00:00:00,9200,2006-03-27,,,199965038,1999-12-16,,,,PEND,SIMPLIFIED METHOD OF MODIFYING A SURFACE OF A MATERIAL,0,0
PCT/US99/13210,1999-06-10,?,PCT,SCHNIZER,RICHARD,A,59707,1632,435,006000,,None,1579-370,256,10nov2001 00:00:00,9200,2006-03-27,,,199964857,1999-12-16,,,,PEND,CD7,0,0
PCT/US99/13211,1999-06-10,?,PCT,GARTENBERG,EHUD,,59031,3746,417,244000,,None,MARVEL250064,256,11nov2001 00:00:00,9200,2006-03-27,,,199964742,1999-12-16,,,,PEND,FLUID WELL PUMP,0,0
PCT/US99/13212,1999-06-10,?,PCT,SAKRAN,VICTOR,N,70579,3626,024,03050R,,None,184471,275,26feb2002 00:00:00,9200,2006-03-27,,,200076341,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13213,1999-06-10,?,PCT,SIPOS,JOHN,,95066,3721,053,570000,,None,50538-WO-02,256,10nov2001 00:00:00,9200,2006-03-27,,,199965774,1999-12-23,,,,PEND,GUSSET CONTROL APPARATUS AND METHOD FOR BAG FILLING MACHINE,0,0
PCT/US99/13214,1999-06-10,?,PCT,YAMNITZKY,MARIE,ROSE,75613,1774,428,195000,,None,LE9-97-008,256,10nov2001 00:00:00,9200,2006-03-27,,,199964249,1999-12-16,,,,PEND,COATING SYSTEM FOR INK JET APPLICATIONS,0,0
PCT/US99/13215,1999-06-10,?,PCT,None,None,None,,5331,000,000000,,None,K-1445,218,28jun1999 20:52:13,9200,2006-03-27,,,200009283,2000-02-24,,,,PEND,DRILL JIG ASSEMBLY HAVING HYDRAULIC CHUCK AND DRILL GUIDE WITH PILOT BORE,0,0
PCT/US99/13216,1999-06-10,?,PCT,BRITTAIN,JAMES,R,65823,3626,024,03050R,,None,179894,256,10nov2001 00:00:00,9200,2006-03-27,,,200076349,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13217,1999-06-10,?,PCT,ZIRKER,DANIEL,R,78684,1771,428,343000,,None,EI-088-WO-01,256,10nov2001 00:00:00,9200,2006-03-27,,,199966000,1999-12-23,,,,PEND,HOT MELT PRESSURE SENSITIVE ADHESIVE COMPOSITION USEFUL FOR CONTACT COATING ON HEAT SENSITIVE,0,0
PCT/US99/13218,1999-06-10,?,PCT,WITZ,JEAN,C,60519,1651,424,535000,,None,08957-001,256,10nov2001 00:00:00,9200,2006-03-27,,,199964022,1999-12-16,,,,PEND,PROPHYLACTIC AND THERAPEUTIC NUTRITION SUPPLEMENT FOR CREATION/MAINTENANCE OF HEALTH-PROTECTIVE,0,0
PCT/US99/13219,1999-06-10,?,PCT,None,None,None,,5331,000,000000,,None,PCT-1047P3,218,28jun1999 20:51:26,9200,2006-03-27,,,199964363,1999-12-16,,,,PEND,WATER-REPELLENT SURFACE TREATMENT,0,0
PCT/US99/13220,1999-06-10,?,PCT,SANDY,ROBERT,JOHN,62586,3626,024,030500,,None,179026,256,10nov2001 00:00:00,9200,2006-03-27,,,200076355,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13221,1999-06-10,?,PCT,GUPTA,ANISH,,94368,1653,514,008000,,None,FP-HP 3575,256,10nov2001 00:00:00,9200,2006-03-27,,,199964056,1999-12-16,,,,PEND,USE OF A CYTOKINE REGULATORY AGENT TO TREAT ASTHMA,0,0
PCT/US99/13222,1999-06-10,?,PCT,SAKRAN,VICTOR,N,70579,3626,024,03050R,,None,184465,256,10nov2001 00:00:00,9200,2006-03-27,,,200076342,2000-12-21,,,,PEND,CLOSURE DEVICE AND METHOD OF ASSEMBLY,0,0
PCT/US99/13223,1999-06-11,?,PCT,None,None,None,,5331,000,000000,,None,EMI 12 PO,218,28jun1999 20:50:40,9200,2006-03-27,,,199963971,1999-12-16,,,,PEND,METHODS AND COMPOSITIONS RELATED TO MICRO-OSMOTIC CONTROLLED DRUG DELIVERY SYSTEMS,0,0
PCT/US99/13226,1999-06-10,?,PCT,NGUYEN,ANH TUAN,TUONG,83559,3763,604,272000,,None,GTRC 1506,256,10nov2001 00:00:00,9200,2006-03-27,,,199964580,1999-12-16,,,,PEND,MICRONEEDLE DEVICES AND METHODS OF MANUFACTURE AND USE THEREOF,0,0
PCT/US99/13227,1999-06-11,?,PCT,None,None,None,,5331,000,000000,,None,1698.002PC00,218,06jul1999 20:50:10,9200,2006-03-27,,,199965269,1999-12-16,,,,PEND,SYSTEM FOR TRANSMITTING DATA BETWEEN CIRCUIT BOARDS IN A HOUSING,0,0
PCT/US99/13228,1999-06-11,?,PCT,JONES,DWAYNE,C,91858,1614,514,330000,,None,1503.045PC01,256,10nov2001 00:00:00,9200,2006-03-27,,,199964446,1999-12-16,,,,PEND,PYRAZINONE PROTEASE INHIBITORS,0,0
PCT/US99/13229,1999-06-11,?,PCT,GRAVINI,STEPHEN,MICHAEL,70201,3744,034,370000,,None,1453/44422PC,566,21oct1999 00:00:00,9200,2006-03-27,,,199964801,1999-12-16,,,,PEND,METHOD AND APPARATUS FOR DRYING GRANULAR SOLIDS WITH VENTURI POWERED GAS CIRCULATION,0,0
PCT/US99/13231,1999-06-11,?,PCT,ROBERT,EDUARDO,C,74161,3733,606,104000,,None,2801PPCT,566,21sep1999 00:00:00,9200,2006-03-27,,,199963898,1999-12-16,,,,PEND,METHOD AND APPARATUS FOR REMOVING A ROD FROM TISSUE OF AN ORGANISM,0,0
PCT/US99/13232,1999-06-11,?,PCT,None,None,None,,5331,000,000000,,None,19000/50001,218,28jun1999 20:49:22,9200,2006-03-27,,,199966605,1999-12-23,,,,PEND,PLUG ASSEMBLY,0,0
PCT/US99/13233,1999-06-10,?,PCT,None,None,None,,5332,000,000000,,None,1141-PCT,218,30jun1999 20:49:17,9200,2006-03-27,,,199964882,1999-12-16,,,,PEND,MEASURING AND COMPENSATING FOR WARP IN THE INSPECTION OF PRINTED CIRCUIT BOARD ASSEMBLIES,0,0
PCT/US99/13234,1999-06-10,?,PCT,NGHIEM,MICHAEL,P,98398,2861,347,094000,,None,LE9-98-039,256,10nov2001 00:00:00,9200,2006-03-27,,,199964244,1999-12-16,,,,PEND,PRESSURE CONTROL DEVICE FOR AN INK JET PRINTER,0,0
PCT/US99/13235,1999-06-10,?,PCT,EICKHOLT,EUGENE,H,66457,2854,347,101000,,None,LE9-98-015,256,10nov2001 00:00:00,9200,2006-03-27,,,199964243,1999-12-16,,,,PEND,COATING APPARATUS FOR USE IN AN INK JET PRINTER,0,0
PCT/US99/13236,1999-06-10,?,PCT,BOWER,KENNETH,W,79979,3651,271,117000,,None,LE9-98-047,256,10nov2001 00:00:00,9200,2006-03-27,,,199964334,1999-12-16,,,,PEND,TRAY FOR NARROW AND NORMAL WIDTH SHEETS,0,0
PCT/US99/13237,1999-06-10,?,PCT,BROOKE,MICHAEL,S,60551,2853,347,047000,,None,LE9-98-036,256,10nov2001 00:00:00,9200,2006-03-27,,,199965687,1999-12-23,,,,PEND,IMPROVED POLYMERIC NOZZLE PLATE,0,0
PCT/US99/13238,1999-06-10,?,PCT,SAKRAN,VICTOR,N,70579,3626,024,03050R,,None,184467,256,10nov2001 00:00:00,9200,2006-03-27,,,200076343,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13239,1999-06-10,?,PCT,None,None,None,,5332,000,000000,,None,RD 26050,218,30jun1999 20:47:59,9200,2006-03-27,,,200008089,2000-02-17,,,,PEND,OPTICAL QUALITY COPOLYCARBONATES CONTAINING POLYOXYALKYLENE CARBONATE UNITS,0,0
PCT/US99/13240,1999-06-10,?,PCT,None,None,None,,5332,000,000000,,None,2870/148,218,30jun1999 20:47:53,9200,2006-03-27,,,199966883,1999-12-29,,,,PEND,NATURAL LOOK COSMETIC COMPOSITIONS,0,0
PCT/US99/13241,1999-06-10,?,PCT,LIPMAN,BERNARD,,99028,1713,525,326900,,None,WAA-195 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,199964480,2002-09-12,,,,PEND,NOVEL ION EXCHANGE POROUS RESINS FOR SOLID PHASE EXTRACTION AND CHROMATOGRAPHY,0,0
PCT/US99/13242,1999-06-10,?,PCT,HOLLOWAY III,EDWIN,C,94599,2683,370,337000,,None,PT02548U,256,10nov2001 00:00:00,9200,2006-03-27,,,200002336,2000-01-13,,,,PEND,RECEIVE SIGNAL QUALITY ESTIMATES SUITABLE FOR PAGERS USED IN SATELLITE-BASED COMMUNICATION,0,0
PCT/US99/13243,1999-06-09,?,PCT,CHRISTENSEN,ANDREW,BRUCE,64163,2612,348,311000,,None,9623-147-1PC,256,10nov2001 00:00:00,9200,2006-03-27,,,199965235,1999-12-16,,,,PEND,IMAGE SENSOR WITH CROPPING,0,0
PCT/US99/13244,1999-06-10,?,PCT,KOSLOW,CAROL,M,60745,1755,106,003000,,None,111PC,256,10nov2001 00:00:00,9200,2006-03-27,,,199964527,1999-12-16,,,,PEND,COMPOSITION AND METHOD FOR POLISHING IN METAL CMP,0,0
PCT/US99/13245,1999-06-10,?,PCT,BRITTAIN,JAMES,R,65823,3626,024,03050R,,None,184470,256,10nov2001 00:00:00,9200,2006-03-27,,,200076350,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13246,1999-06-10,?,PCT,SAKRAN,VICTOR,N,70579,3626,024,03050R,,None,178590,256,10nov2001 00:00:00,9200,2006-03-27,,,200076344,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13247,1999-06-10,?,PCT,BRITTAIN,JAMES,R,65823,3626,024,03050R,,None,184472,256,10nov2001 00:00:00,9200,2006-03-27,,,200076351,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13248,1999-06-10,?,PCT,BRITTAIN,JAMES,R,65823,3626,024,03050R,,None,187784,256,10nov2001 00:00:00,9200,2006-03-27,,,200076352,2000-12-21,,,,PEND,CLOSURE DEVICE,0,0
PCT/US99/13249,1999-06-10,?,PCT,None,None,None,,5332,000,000000,,None,MP/105B,218,06jul1999 20:46:01,9200,2006-03-27,,,200012012,2000-03-09,,,,PEND,SELF-EXPANDING DEFECT CLOSURE DEVICE AND METHOD OF MAKING AND USING,0,0
PCT/US99/13250,1999-06-10,?,PCT,RYZNIC,JOHN,E,99614,3745,416,210000,,None,23695.43,256,10nov2001 00:00:00,9200,2006-03-27,,,200031379,2000-06-02,,,,PEND,CEILING FAN ASSEMBLY AND METHOD FOR ASSEMBLING SAME,0,0
PCT/US99/13251,1999-06-10,?,PCT,COHEN,CURTIS,A,62197,3634,049,200000,,None,B-60857-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,199964706,1999-12-16,,,,PEND,COUNTERBALANCE SYSTEM FOR UPWARD ACTING DOOR,0,0
